"campeon","nombre","pasiva","asignacionDeTecla","descripcion","linkVideo"
"THRESH","CONDENACIÓN","true","p","Thresh puede cosechar las almas de los enemigos que mueran cerca de él; al hacerlo, obtiene armadura y poder de habilidad permanentes.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0412/ability_0412_P1.mp4"
"THRESH","SENTENCIA DE MUERTE","false","Q","Thresh atrapa a un enemigo con su cadena y lo atrae hacia él. Si se activa esta habilidad una segunda vez, Thresh se lanza hacia el enemigo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0412/ability_0412_Q1.mp4"
"THRESH","CAMINO OSCURO","false","W","Thresh lanza una linterna que otorga un escudo a los campeones aliados cercanos. Los aliados pueden hacer clic en la linterna para deslizarse hacia Thresh.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0412/ability_0412_W1.mp4"
"THRESH","DESPELLEJAR","false","E","Thresh va preparando los ataques, e inflige más daño cuanto más tiempo espere entre ellos. Al activarla, Thresh barre la zona con su cadena y empuja a todos los enemigos impactados en la dirección del golpe.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0412/ability_0412_E1.mp4"
"THRESH","LA CAJA","false","R","Una prisión de muros que ralentizan e infligen daño al romperlos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0412/ability_0412_R1.mp4"
"TRISTANA","TIRO CERTERO","true","p","Aumenta el alcance de los ataques de Tristana cuando sube de nivel.",
"TRISTANA","TIRO RÁPIDO","false","Q","Tristana incrementa su velocidad de ataque durante un breve tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0018/ability_0018_Q1.mp4"
"TRISTANA","SALTO MISIL","false","W","Tristana dispara al suelo para propulsarse hasta un punto lejano. Al aterrizar, dañará y ralentizará durante un breve periodo de tiempo a las unidades circundantes.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0018/ability_0018_W1.mp4"
"TRISTANA","CARGA EXPLOSIVA","false","E","Cuando Tristana mata a una unidad, sus proyectiles estallan como metralla e infligen daño a los enemigos circundantes. Se puede activar para colocarle una bomba a un enemigo, que explotará al cabo de unos segundos y hará daño a todas las unidades circundantes.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0018/ability_0018_E1.mp4"
"TRISTANA","TIRO DESTRUCTOR","false","R","Tristana carga una gran bola de cañón en su arma y la dispara a la unidad enemiga, que sufre daño mágico y cae hacia atrás.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0018/ability_0018_R1.mp4"
"TRUNDLE","TRIBUTO AL REY","true","p","Cuando una unidad enemiga próxima a Trundle muere, este recupera un porcentaje de su vida máxima.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0048/ability_0048_P1.mp4"
"TRUNDLE","MASCAR","false","Q","Trundle muerde a su oponente, provocándole daños, ralentizándolo brevemente y minando un poco su daño de ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0048/ability_0048_Q1.mp4"
"TRUNDLE","REINO HELADO","false","W","Trundle convierte una zona objetivo en su reino, ganando velocidad de ataque, velocidad de movimiento y aumentando la curación de todas las fuentes mientras esté en ella.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0048/ability_0048_W1.mp4"
"TRUNDLE","PILAR DE HIELO","false","E","Trundle crea un pilar de hielo en un lugar determinado, que se convierte en un terreno infranqueable y ralentiza a las unidades enemigas cercanas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0048/ability_0048_E1.mp4"
"TRUNDLE","SUBYUGAR","false","R","Trundle roba instantáneamente un porcentaje de la vida del enemigo, de su armadura y de su resistencia mágica. Durante los siguientes 4 s, se dobla la cantidad de vida, armadura y resistencia mágica robada.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0048/ability_0048_R1.mp4"
"TRYNDAMERE","FURIA DE BATALLA","true","p","Tryndamere gana furia por cada ataque, impacto crítico y golpe mortal que realiza. La furia aumenta pasivamente su probabilidad de impacto crítico y se puede consumir con su hechizo Sed de sangre.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0023/ability_0023_P1.mp4"
"TRYNDAMERE","SED DE SANGRE","false","Q","A Tryndamere le encanta la emoción del combate y, cuanto más herido está, más aumenta su daño de ataque. Puede lanzar Sed de sangre para consumir su furia y curarse.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0023/ability_0023_Q1.mp4"
"TRYNDAMERE","GRITO DE MOFA","false","W","Tryndamere profiere un grito insultante que reduce el daño de ataque de los campeones circundantes. Además, los enemigos de espaldas a Tryndamere ven reducida su velocidad de movimiento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0023/ability_0023_W1.mp4"
"TRYNDAMERE","CUCHILLADA GIRATORIA","false","E","Tryndamere se abre paso hacia una unidad e inflige daño a todos los enemigos en su camino.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0023/ability_0023_E1.mp4"
"TRYNDAMERE","FURIA INMORTAL","false","R","La pasión por la batalla de Tryndamere aumenta tanto que no puede morir, no importa las heridas que sufra.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0023/ability_0023_R1.mp4"
"TWISTED FATE","DADO TRUCADO","true","p","Al matar a una unidad, Twisted Fate lanza su dado ''de la suerte'' y recibe una cantidad de oro adicional entre 1 y 6.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0004/ability_0004_P1.mp4"
"TWISTED FATE","COMODÍN","false","Q","Twisted Fate lanza tres cartas que dañan a todas las unidades enemigas que atraviesen.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0004/ability_0004_Q1.mp4"
"TWISTED FATE","ESCOGE UNA CARTA","false","W","Twisted Fate elige una carta mágica de su baraja y la usa para su siguiente ataque, que causa efectos adicionales.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0004/ability_0004_W1.mp4"
"TWISTED FATE","BARAJA DE CARTAS","false","E","Twisted Fate inflige daño adicional cada 4 ataques. Además, aumenta su velocidad de ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0004/ability_0004_E1.mp4"
"TWISTED FATE","DESTINO","false","R","Twisted Fate predice la fortuna de sus enemigos, revelando a los campeones enemigos y activando el uso de Portal, que teleporta a Twisted Fate a cualquier lugar objetivo en 1,5 s.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0004/ability_0004_R1.mp4"
"TWITCH","VENENO MORTAL","true","p","Los ataques básicos de Twitch infectan al objetivo, infligiendo daño verdadero cada segundo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0029/ability_0029_P1.mp4"
"TWITCH","EMBOSCADA","false","Q","Twitch se camufla durante unos instantes y aumenta su velocidad de movimiento. Al salir del camuflaje, aumenta su velocidad de ataque durante un breve periodo. Al morir un campeón enemigo afectado por Veneno mortal, se reinicia el enfriamiento de Emboscada.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0029/ability_0029_Q1.mp4"
"TWITCH","TONEL DE VENENO","false","W","Twitch lanza un Tonel de veneno que explota en una zona, ralentiza a los objetivos y les aplica un veneno mortal.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0029/ability_0029_W1.mp4"
"TWITCH","CONTAMINAR","false","E","Twitch siembra el caos entre sus enemigos envenenados con una explosión de sus horribles enfermedades.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0029/ability_0029_E1.mp4"
"TWITCH","VACÍA EL CARGADOR","false","R","Twitch desata todo el poder de su ballesta y dispara proyectiles a gran distancia que atraviesan a los enemigos que encuentran en su camino.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0029/ability_0029_R1.webm"
"UDYR","PUENTE ENTRE MUNDOS","true","p","Udyr tiene cuatro habilidades básicas que puede usar para cambiar de posición y puede volver a lanzarlas para obtener beneficios adicionales. Además, tras usar una habilidad, los siguientes dos ataques de Udyr obtienen velocidad de ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0077/ability_0077_P1.mp4"
"UDYR","GARRA BESTIAL","false","Q","Udyr obtiene velocidad de ataque y sus dos siguientes ataques infligen daño físico adicional. Reactivación: Obtiene aún más velocidad de ataque y los siguientes dos ataques invocan rayos que golpean al objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0077/ability_0077_Q1.mp4"
"UDYR","MANTO FÉRREO","false","W","Udyr obtiene un escudo y sus dos siguientes ataques lo curan. Reactivación: Otorga un escudo aún mayor y se cura según la vida máxima durante un par de segundos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0077/ability_0077_W1.mp4"
"UDYR","ESTAMPIDA LLAMEANTE","false","E","Udyr obtiene velocidad de movimiento y aturde a cada objetivo con su primer ataque. Reactivación: Obtiene aún más velocidad de movimiento e inmunidad a los efectos de inmovilización durante un par de segundos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0077/ability_0077_E1.mp4"
"UDYR","TORMENTA ALADA","false","R","Udyr se rodea de una ventisca que inflige daño y ralentiza a los enemigos cercanos. Reactivación: Potencia y libera la tormenta, que persigue a los enemigos e inflige daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0077/ability_0077_R1.mp4"
"URGOT","ARTICULACIONES LLAMEANTES","true","p","Los ataques básicos de Urgot y Purgar hacen que sus piernas echen fuego e inflijan daño físico de forma periódica.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0006/ability_0006_P1.mp4"
"URGOT","CARGA CORROSIVA","false","Q","Lanza una carga explosiva hacia la ubicación del objetivo, lo que inflige daño físico y ralentiza a los enemigos a los que alcance la explosión.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0006/ability_0006_Q1.mp4"
"URGOT","PURGAR","false","W","Urgot se ralentiza mientras descarga su arma sobre los enemigos cercanos. Da prioridad a los campeones enemigos a los que Urgot ha golpeado con otras habilidades y activa Articulaciones llameantes.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0006/ability_0006_W1.mp4"
"URGOT","DESDÉN","false","E","Urgot carga en una dirección, genera un escudo y pisotea a los enemigos que no sean campeones. Si alcanza a un campeón enemigo, se detendrá y lo apartará de su camino.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0006/ability_0006_E1.mp4"
"URGOT","MIEDO MÁS ALLÁ DE LA MUERTE","false","R","Urgot dispara taladros que empalan al primer campeón enemigo que golpeen. Si ese campeón baja de cierto umbral de vida, Urgot lo considerará débil y podrá ejecutarlo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0006/ability_0006_R1.mp4"
"VARUS","VENGANZA VIVIENTE","true","p","Tras conseguir un asesinato o asistencia, Varus obtiene temporalmente velocidad de ataque. Esta bonificación será mayor si el enemigo es un campeón.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0110/ability_0110_P1.mp4"
"VARUS","FLECHA PENETRANTE","false","Q","Varus se prepara y luego dispara un tiro potente que goza de más alcance y daño cuanto más tiempo pase preparando el tiro.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0110/ability_0110_Q1.mp4"
"VARUS","CARCAJ INFECTADO","false","W","Pasiva: Los ataques básicos de Varus infligen daño mágico adicional y aplican Infección. Las demás habilidades de Varus detonan Infección, lo que inflige daño mágico según la vida máxima del objetivo. Activa: Varus potencia su siguiente Flecha penetrante.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0110/ability_0110_W1.mp4"
"VARUS","LLUVIA DE FLECHAS","false","E","Varus lanza una lluvia de flechas que infligen daño físico y profanan el suelo. El suelo profanado ralentiza la velocidad de movimiento de los enemigos y reduce su curación propia y su regeneración.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0110/ability_0110_E1.mp4"
"VARUS","CADENA DE CORRUPCIÓN","false","R","Varus lanza una mortífera espiral de corrupción que inmoviliza al primer campeón impactado y luego se expande hacia los campeones cercanos que no estén infectados, a los cuales también inmoviliza al tocarlos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0110/ability_0110_R1.mp4"
"VAYNE","CAZADORA NOCTÍVAGA","true","p","Vayne caza implacablemente a los malhechores y obtiene 45 de velocidad de movimiento cuando avanza hacia un campeón enemigo cercano.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0067/ability_0067_P1.mp4"
"VAYNE","PIRUETA","false","Q","Vayne realiza una pirueta para preparar su próximo disparo, el cual infligirá daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0067/ability_0067_Q1.mp4"
"VAYNE","PROYECTILES DE PLATA","false","W","Vayne impregna sus proyectiles de un metal especial, tóxico para los seres maléficos. El tercer ataque o habilidad consecutivos contra el mismo objetivo inflige un porcentaje de la vida máxima del objetivo como daño verdadero adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0067/ability_0067_W1.mp4"
"VAYNE","CONDENA","false","E","Vayne saca una pesada ballesta y dispara un enorme proyectil contra su objetivo, infligiéndole daño y haciendo que retroceda. Si este impacta contra un obstáculo del terreno, queda empalado, aturdido y recibe daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0067/ability_0067_E1.mp4"
"VAYNE","HORA FINAL","false","R","Vayne se prepara para una confrontación épica y obtiene daño de ataque adicional, invisibilidad durante Pirueta, reducción de enfriamiento para Pirueta y más velocidad de movimiento adicional durante Cazadora noctívaga.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0067/ability_0067_R1.mp4"
"VEIGAR","PODER DE MALDAD INCREÍBLE","true","p","Veigar es el mayor mal que se haya visto en el corazón de Runaterra... ¡y cada vez es más malvado! Veigar aumenta su poder de habilidad de forma permanente al golpear a un campeón enemigo con un hechizo o al acabar con un enemigo.",
"VEIGAR","ATAQUE MALIGNO","false","Q","Veigar lanza un rayo de energía oscura que inflige daño mágico a los dos primeros enemigos alcanzados. Las unidades asesinadas por el rayo otorgan a Veigar un poco de poder de habilidad permanente.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0045/ability_0045_Q1.mp4"
"VEIGAR","MATERIA OSCURA","false","W","Veigar invoca una gran masa de materia oscura que cae del cielo sobre la ubicación del objetivo e inflige daño mágico. Las acumulaciones de Maldad increíble reducen el enfriamiento de Materia oscura.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0045/ability_0045_W1.mp4"
"VEIGAR","HORIZONTE DE SUCESOS","false","E","Veigar retuerce los límites del espacio y crea una cárcel que aturde a los enemigos que la atraviesan.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0045/ability_0045_E1.mp4"
"VEIGAR","ESTALLIDO PRIMORDIAL","false","R","El campeón objetivo sufre una explosión que inflige una gran cantidad de daño mágico. Dicha cantidad aumenta según la vida que le falte al objetivo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0045/ability_0045_R1.mp4"
"VEL'KOZ","DECONSTRUCCIÓN ORGÁNICA","true","p","Las habilidades de Vel'Koz aplican Deconstrucción orgánica a los enemigos al impactar. Con 3 acumulaciones, el enemigo sufrirá una explosión de daño verdadero.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0161/ability_0161_P1.mp4"
"VEL'KOZ","FISIÓN DE PLASMA","false","Q","Vel'Koz dispara un rayo de plasma que se bifurca cuando impacta contra un enemigo o si se vuelve a activar la habilidad. El rayo ralentiza e inflige daño al golpear.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0161/ability_0161_Q1.mp4"
"VEL'KOZ","GRIETA DEL VACÍO","false","W","Vel'Koz abre una grieta al Vacío que inflige daño y luego, tras unos instantes, explota e inflige más.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0161/ability_0161_W1.mp4"
"VEL'KOZ","PERTURBACIÓN TECTÓNICA","false","E","Vel'Koz hace estallar una zona, lo que levanta por los aires a los enemigos alcanzados y los empuja ligeramente si están cerca de él.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0161/ability_0161_E1.mp4"
"VEL'KOZ","RAYO DESINTEGRADOR DE SERES VIVOS","false","R","Vel'Koz dispara un rayo que sigue al cursor durante 2,5 s e inflige daño mágico. Deconstrucción orgánica analiza a los campeones enemigos y les inflige daño verdadero.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0161/ability_0161_R1.mp4"
"VEX","MISERIA Y PESIMISMO","true","p","Vex se potencia periódicamente, lo que provoca que su siguiente habilidad básica aterrorice a los enemigos e interrumpa los deslizamientos. Cuando un enemigo cercano se desliza, Vex aplica una marca que se puede consumir para infligir daño adicional. También reduce el enfriamiento de su estado potenciado.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0711/ability_0711_P1.mp4"
"VEX","PROYECTIL MISTRAL","false","Q","Lanza un proyectil dañino que acelera a mitad de vuelo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0711/ability_0711_Q1.mp4"
"VEX","ESPACIO PERSONAL","false","W","Obtiene un escudo e inflige daño a los enemigos cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0711/ability_0711_W1.mp4"
"VEX","OSCURIDAD AMENAZANTE","false","E","Invoca una zona de ralentización que inflige daño y aplica Pesimismo a los enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0711/ability_0711_E1.mp4"
"VEX","ESTALLIDO SOMBRÍO","false","R","Dispara un misil que marca a un campeón enemigo. Si se activa de nuevo la habilidad, Vex se desliza hacia este y le inflige daño.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0711/ability_0711_R1.mp4"
"VI","ESCUDO DE RAYO","true","p","Vi carga un escudo con el paso del tiempo. El escudo se puede activar alcanzando al enemigo con una habilidad.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0254/ability_0254_P1.mp4"
"VI","ROMPEMUROS","false","Q","Vi carga sus guanteletes y lanza un puñetazo despedazador cuyo impulso la arrastra hacia delante. Los enemigos a los que golpee se ven desplazados hacia atrás y reciben una acumulación de Abolladuras.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0254/ability_0254_Q1.mp4"
"VI","ABOLLADURAS","false","W","Vi rompe a puñetazos la armadura de su rival, lo que le inflige daño adicional y le otorga a ella velocidad de ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0254/ability_0254_W1.mp4"
"VI","FUERZA IMPLACABLE","false","E","El siguiente ataque de Vi atraviesa a su objetivo e inflige daño a los enemigos que tiene detrás.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0254/ability_0254_E1.mp4"
"VI","CESE Y DESISTIMIENTO","false","R","Vi se lanza hasta un enemigo, apartando a un lado a todo el que se cruza en su camino. Cuando alcanza al objetivo, lo lanza por los aires, salta a por él y lo derriba de un golpe.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0254/ability_0254_R1.mp4"
"VIEGO","DOMINACIÓN SOBERANA","true","p","Los enemigos que caen rendidos ante Viego se convierten en espectros. Al atacar a un espectro, Viego toma el control temporalmente del cadáver de su enemigo, lo que le cura un porcentaje de la vida máxima de su objetivo y le permite acceder a sus habilidades básicas y objetos. Sustituye la habilidad definitiva de su objetivo por un lanzamiento gratuito de la suya propia.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0234/ability_0234_P1.mp4"
"VIEGO","HOJA DEL REY ARRUINADO","false","Q","La espada espectral de Viego inflige daño por vida actual adicional de forma pasiva al golpear y golpea dos veces a los enemigos a los que haya golpeado recientemente con una habilidad, lo que les roba vida. Viego puede activar esta habilidad para atacar hacia delante con su espada a dos manos y empalar a los enemigos que se encuentren delante de él.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0234/ability_0234_Q1.mp4"
"VIEGO","FAUCES ESPECTRALES","false","W","Viego concentra su energía antes de deslizarse hacia delante y lanzar una bola de Niebla Negra condensada que aturde al primer enemigo golpeado.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0234/ability_0234_W1.mp4"
"VIEGO","CAMINO DEL TORMENTO","false","E","Viego ordena a la Niebla Negra que se manifieste y rodee un obstáculo del terreno. Viego se puede esconder en la Niebla en forma espectral, lo que le otorga camuflaje, velocidad de movimiento y velocidad de ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0234/ability_0234_E1.mp4"
"VIEGO","ROMPECORAZONES","false","R","Viego se teleporta a una ubicación cercana y ejecuta a un campeón enemigo al llegar, atravesando su corazón y provocando una destructiva onda de choque a su alrededor que empuja a un lado al resto de enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0234/ability_0234_R1.mp4"
"VIKTOR","EVOLUCIÓN GLORIOSA","true","p","Viktor puede mejorar sus habilidades básicas cuando consigue asesinatos contra enemigos.",
"VIKTOR","TRANSFERENCIA DE POTENCIA","false","Q","Viktor ataca a una unidad enemiga. Además de causarle daño mágico y obtener un escudo, aumenta la potencia de su siguiente ataque básico. Mejora: El escudo de Transferencia de potencia aumenta un 60% y Viktor obtiene velocidad de movimiento adicional tras lanzar la habilidad.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0112/ability_0112_Q1.mp4"
"VIKTOR","CAMPO GRAVITATORIO","false","W","Viktor crea un potente campo gravitacional que ralentiza a los enemigos que estén en su radio. Los enemigos que se queden demasiado tiempo dentro del dispositivo quedan aturdidos. Mejora: Las habilidades no periódicas de Viktor aplican una ralentización a los enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0112/ability_0112_W1.mp4"
"VIKTOR","RAYO DE LA MUERTE","false","E","Viktor usa su brazo robótico para lanzar un rayo que atraviesa el campo de batalla en línea recta e inflige daño a todos los enemigos en su trayectoria. Mejora: Tras el Rayo de la muerte se produce una explosión que causa daño mágico.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0112/ability_0112_E1.mp4"
"VIKTOR","TORMENTA DEL CAOS","false","R","Viktor conjura una singularidad en el campo de batalla que inflige daño mágico e interrumpe las canalizaciones enemigas. A continuación, inflige daño mágico de forma periódica a todos los enemigos cercanos. Viktor es capaz de redirigir la singularidad. Mejora: Tormenta del caos se desplaza un 25% más rápido.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0112/ability_0112_R1.mp4"
"VLADIMIR","PACTO CARMESÍ","true","p","Cada 30 puntos de vida adicional, Vladimir recibe 1 punto de poder de habilidad, y cada punto de poder de habilidad le proporciona 1,6 de vida adicional (no se acumulan entre sí).",
"VLADIMIR","TRANSFUSIÓN","false","Q","Vladimir le roba vida al enemigo objetivo. Cuando los recursos de Vladimir estén al máximo, durante un breve periodo Transfusión inflige mucho más daño y cura mucho más.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0008/ability_0008_Q1.mp4"
"VLADIMIR","ESTANQUE SANGRIENTO","false","W","Vladimir se sumerge en un estanque de sangre, por lo que no se lo puede seleccionar como objetivo durante 2 s. Además, ralentiza a los enemigos que estén dentro y Vladimir les absorbe vida.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0008/ability_0008_W1.mp4"
"VLADIMIR","MAREAS DE SANGRE","false","E","Vladimir paga con su propia vida para cargar una reserva de sangre que, una vez liberada, inflige daño en el área circundante. Este ataque puede ser bloqueado por las unidades enemigas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0008/ability_0008_E1.mp4"
"VLADIMIR","HEMOPLAGA","false","R","Vladimir infecta una zona con una plaga virulenta. Los enemigos afectados reciben más daño mientras dura el efecto. Pasados unos segundos, Hemoplaga inflige daño mágico a los enemigos infectados y cura a Vladimir por cada campeón enemigo golpeado.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0008/ability_0008_R1.mp4"
"VOLIBEAR","TORMENTA INCESANTE","true","p","Los ataques y habilidades de Volibear le otorgan velocidad de ataque, y sus ataques acaban infligiendo daño mágico adicional a los enemigos cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0106/ability_0106_P1.mp4"
"VOLIBEAR","IMPACTO ATRONADOR","false","Q","Volibear obtiene velocidad cuando se dirige hacia un enemigo y aturde e inflige daño al primero que ataca.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0106/ability_0106_Q1.mp4"
"VOLIBEAR","ACOMETIDA FRENÉTICA","false","W","Volibear inflige daño a un enemigo, aplica efectos de impacto y marca a su objetivo. Volver a lanzar esta habilidad contra el mismo objetivo inflige daño adicional y cura a Volibear.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0106/ability_0106_W1.mp4"
"VOLIBEAR","ROMPECIELOS","false","E","Volibear invoca un relámpago en una ubicación que inflige daño y ralentiza a los enemigos, a la vez que otorga un escudo a Volibear si se encuentra dentro del alcance de la explosión.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0106/ability_0106_E1.mp4"
"VOLIBEAR","HERALDO DE LA TORMENTA","false","R","Volibear salta hacia una ubicación objetivo y ralentiza a los enemigos que estén bajo él mientras obtiene vida adicional. Las torretas enemigas junto a la zona de aterrizaje quedan temporalmente desactivadas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0106/ability_0106_R1.mp4"
"WARWICK","SED INSACIABLE","true","p","Los ataques básicos de Warwick infligen daño mágico adicional. Si Warwick tiene menos del 50% de vida, se cura la cantidad equivalente al daño adicional infligido. Si tiene menos del 25% de vida, se cura el triple.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0019/ability_0019_P1.mp4"
"WARWICK","LAS FAUCES DE LA BESTIA","false","Q","Warwick arremete y muerde a su objetivo, lo que le inflige daño en función de la vida máxima del objetivo y cura a Warwick el equivalente al daño infligido.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0019/ability_0019_Q1.mp4"
"WARWICK","CAZA SANGUINARIA","false","W","Warwick huele a los enemigos que tienen menos de la mitad de vida, lo que le proporciona velocidad de movimiento y de ataque contra ellos. Cuando tienen menos del 20% de vida, entra en frenesí y dichas mejoras se triplican.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0019/ability_0019_W1.mp4"
"WARWICK","AULLIDO PRIMIGENIO","false","E","Warwick reduce el daño que recibe durante 2,5 s. Al final del ataque, o si se reactiva, aúlla, lo que provoca que los enemigos cercanos huyan durante 1 s.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0019/ability_0019_E1.mp4"
"WARWICK","PRESIÓN INFINITA","false","R","Warwick salta en una dirección (cuyo alcance progresa con su velocidad de movimiento adicional), lo que suprime al primer campeón contra el que choque durante 1,5 s.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0019/ability_0019_R1.mp4"
"WUKONG","PIEL DE PIEDRA","true","p","Wukong obtiene regeneración de vida máxima y acumula armadura mientras lucha contra campeones y monstruos.",
"WUKONG","GOLPE APLASTANTE","false","Q","Wukong aumenta el alcance y el daño de su próximo ataque y reduce la armadura del objetivo durante unos segundos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0062/ability_0062_Q1.mp4"
"WUKONG","GUERRERO PÍCARO","false","W","Wukong se vuelve invisible, se desliza en una dirección y deja tras de sí un clon que ataca a los enemigos cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0062/ability_0062_W1.mp4"
"WUKONG","GOLPE DE NIMBO","false","E","Wukong se lanza contra un objetivo enemigo y envía clones para que ataquen a los enemigos situados junto a su objetivo. Cada enemigo alcanzado recibe daño.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0062/ability_0062_E1.mp4"
"WUKONG","CICLÓN","false","R","Wukong extiende su vara, la hace girar repetidas veces y obtiene velocidad de movimiento. Inflige daño y levanta por los aires a los enemigos golpeados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0062/ability_0062_R1.mp4"
"XAYAH","CORTE LIMPIO","true","p","Tras usar una habilidad, los siguientes ataques básicos de Xayah golpearán a todos los objetivos a su paso y dejarán una pluma.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0498/ability_0498_P1.mp4"
